id_element	data_type	family	range_inf	range_sup	color	filled_color	filled_transparence	svg_style	range_order
kpis.0095.01.00010	kpi	bss	99	100	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	5
kpis.0095.01.03003	kpi	bss	0	90	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	1
kpis.0095.01.03003	kpi	bss	90	97	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	2
kpis.0095.01.03003	kpi	bss	97	98	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.03003	kpi	bss	98	99	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	4
kpis.0095.01.03003	kpi	bss	99	100	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	5
kpis.0095.01.03008	kpi	bss	0	1	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.03008	kpi	bss	1	2	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.03008	kpi	bss	2	5	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.03008	kpi	bss	5	10	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.03008	kpi	bss	10	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.04006	kpi	bss	0	1	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.04006	kpi	bss	1	2	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.04006	kpi	bss	2	5	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.04006	kpi	bss	5	10	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.04006	kpi	bss	10	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.04007	kpi	bss	0	90	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	1
kpis.0095.01.04007	kpi	bss	90	97	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	2
kpis.0095.01.04007	kpi	bss	97	98	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.04007	kpi	bss	98	99	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	4
kpis.0095.01.04007	kpi	bss	99	100	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	5
kpis.0095.01.05004	kpi	bss	0	0.3	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.05004	kpi	bss	0.3	0.6	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.05004	kpi	bss	0.6	0.9	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.05004	kpi	bss	0.9	1.5	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.05004	kpi	bss	1.5	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.05006	kpi	bss	0	0.3	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.05006	kpi	bss	0.3	0.6	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.05006	kpi	bss	0.6	0.9	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.05006	kpi	bss	0.9	1.5	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.05006	kpi	bss	1.5	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.05008	kpi	bss	0	0.3	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.05008	kpi	bss	0.3	0.6	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.05008	kpi	bss	0.6	0.9	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.05008	kpi	bss	0.9	1.5	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.05008	kpi	bss	1.5	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.05037	kpi	bss	0	0.1	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.05037	kpi	bss	0.1	0.3	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.05037	kpi	bss	0.3	0.9	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.05037	kpi	bss	0.9	1.5	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.05037	kpi	bss	1.5	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.07013	kpi	bss	0	0.3	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.07013	kpi	bss	0.3	0.6	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.07013	kpi	bss	0.6	0.9	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.07013	kpi	bss	0.9	1.5	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.07013	kpi	bss	1.5	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.08003	kpi	bss	0	0.3	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.08003	kpi	bss	0.3	0.6	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.08003	kpi	bss	0.6	0.9	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.08003	kpi	bss	0.9	1.5	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.08003	kpi	bss	1.5	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.10078	kpi	bss	0	90	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	1
kpis.0095.01.10078	kpi	bss	90	97	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	2
kpis.0095.01.10078	kpi	bss	97	98	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.10078	kpi	bss	98	99	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	4
kpis.0095.01.10078	kpi	bss	99	100	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	5
kpis.0095.01.11002	kpi	bss	0	1	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.11002	kpi	bss	1	2	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.11002	kpi	bss	2	5	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.11002	kpi	bss	5	10	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.11002	kpi	bss	10	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.11014	kpi	bss	0	0.3	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.11014	kpi	bss	0.3	0.6	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.11014	kpi	bss	0.6	0.9	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.11014	kpi	bss	0.9	1.5	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.11014	kpi	bss	1.5	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.12003	kpi	bss	0	1	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.12003	kpi	bss	1	2	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.12003	kpi	bss	2	5	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.12003	kpi	bss	5	10	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.12003	kpi	bss	10	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.12013	kpi	bss	0	0.3	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.12013	kpi	bss	0.3	0.6	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.12013	kpi	bss	0.6	0.9	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.12013	kpi	bss	0.9	1.5	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.12013	kpi	bss	1.5	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.12016	kpi	bss	0	1	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.12016	kpi	bss	1	2	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.12016	kpi	bss	2	5	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.12016	kpi	bss	5	10	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.12016	kpi	bss	10	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.13003	kpi	bss	0	1	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.13003	kpi	bss	1	2	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.13003	kpi	bss	2	5	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.13003	kpi	bss	5	10	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.13003	kpi	bss	10	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.13010	kpi	bss	0	0.3	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.13010	kpi	bss	0.3	0.6	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.13010	kpi	bss	0.6	0.9	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.13010	kpi	bss	0.9	1.5	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.13010	kpi	bss	1.5	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.13013	kpi	bss	0	1	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.13013	kpi	bss	1	2	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.13013	kpi	bss	2	5	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.13013	kpi	bss	5	10	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.13013	kpi	bss	10	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.14003	kpi	bss	0	90	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	1
kpis.0095.01.14003	kpi	bss	90	97	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	2
kpis.0095.01.14003	kpi	bss	97	98	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.14003	kpi	bss	98	99	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	4
kpis.0095.01.14003	kpi	bss	99	100	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	5
kpis.0095.01.10009	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.10009	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.10009	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.10009	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.10009	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.10011	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.10011	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.10011	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.10011	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.10011	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.10013	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.10013	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.10013	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.10013	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.10013	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.10015	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.10015	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.10015	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.10015	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.10015	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.10035	kpi	bss	0	10	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	1
kpis.0095.01.10035	kpi	bss	10	20	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	2
kpis.0095.01.10035	kpi	bss	20	50	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.10035	kpi	bss	50	60	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	4
kpis.0095.01.10035	kpi	bss	60	100	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	5
kpis.0095.01.07017	kpi	bss	0	90	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	1
kpis.0095.01.07017	kpi	bss	90	97	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	2
kpis.0095.01.07017	kpi	bss	97	98	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.07017	kpi	bss	98	99	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	4
kpis.0095.01.07017	kpi	bss	99	100	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	5
kpis.0095.01.09010	kpi	bss	0	90	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	1
kpis.0095.01.09010	kpi	bss	90	97	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	2
kpis.0095.01.09010	kpi	bss	97	98	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.09010	kpi	bss	98	99	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	4
kpis.0095.01.09010	kpi	bss	99	100	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	5
kpis.0095.01.09015	kpi	bss	0	90	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	1
kpis.0095.01.09015	kpi	bss	90	97	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	2
kpis.0095.01.09015	kpi	bss	97	98	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.09015	kpi	bss	98	99	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	4
kpis.0095.01.09015	kpi	bss	99	100	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	5
kpis.0095.01.10004	kpi	bss	0	90	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	1
kpis.0095.01.10004	kpi	bss	90	97	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	2
kpis.0095.01.10004	kpi	bss	97	98	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.10004	kpi	bss	98	99	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	4
kpis.0095.01.10004	kpi	bss	99	100	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	5
kpis.0095.01.10006	kpi	bss	0	90	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	1
kpis.0095.01.10006	kpi	bss	90	97	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	2
kpis.0095.01.10006	kpi	bss	97	98	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.10006	kpi	bss	98	99	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	4
kpis.0095.01.10006	kpi	bss	99	100	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	5
kpis.0095.01.10017	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.10017	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.10017	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.10017	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
