id_profile	id_menu	position	id_menu_parent
prfl.0095.03	menu.dshd.0095.02.006	6	menu.0095.2
prfl.0095.03	menu.dshd.0095.02.006.01	1	menu.dshd.0095.02.006
prfl.0095.03	menu.dshd.0095.02.006.02	2	menu.dshd.0095.02.006
prfl.0095.03	menu.0095.2	2	0
prfl.0095.03	menu.dshd.0095.03.003	1	menu.0095.3
prfl.0095.03	menu.dshd.0095.03.003.01	1	menu.dshd.0095.03.003
prfl.0095.03	menu.dshd.0095.03.003.02	2	menu.dshd.0095.03.003
prfl.0095.03	menu.dshd.0095.03.004	2	menu.0095.3
prfl.0095.03	menu.dshd.0095.03.004.01	1	menu.dshd.0095.03.004
prfl.0095.03	menu.dshd.0095.03.004.02	2	menu.dshd.0095.03.004
prfl.0095.03	menu.dshd.0095.03.002	3	menu.0095.3
prfl.0095.03	menu.dshd.0095.03.002.01	1	menu.dshd.0095.03.002
prfl.0095.03	menu.dshd.0095.03.002.02	2	menu.dshd.0095.03.002
prfl.0095.03	menu.0095.3	4	0
