id_menu	id_menu_parent	libelle_menu	niveau	position	largeur	hauteur	lien_menu	droit_affichage	droit_visible	is_profile_ref_admin	is_profile_ref_user	is_menu_defaut	deploiement	liste_action	id_page	menu_client_default
menu.02.0002.01	menu.02.0002	Alarm Management	2	1	110	20	/reporting/intranet/php/affichage/alarm_index.php?mode_alarme=management&sous_mode=elem_reseau&id_menu_encours=181	astellia			1			0-100-101-0-102-103-104		
menu.02.0002.02	menu.02.0002	Alarm History	2	2	110	20	/reporting/intranet/php/affichage/alarm_index.php?id_selecteur=100&page=9&creator=alarm&selecteur_scenario=normal&mode=overtime&mode_alarme=history&sous_mode=condense&id_menu_encours=777	astellia			1			0-102-103-104		
menu.02.0002.03	menu.02.0002	Top/Worst Lists	2	3	110	20	/reporting/intranet/php/affichage/alarm_index.php?page=9&creator=alarm&selecteur_scenario=normal&mode=overtime&mode_alarme=twcl&id_menu_encours=196	astellia			1			0-102-103-104		
menu.02.0003	0	INVESTIGATION	1	7	90	20		astellia			1					
menu.02.0003.05	menu.02.0003	Query Builder	2	1	110	20	/querybuilder/index.php	astellia			1					
menu.02.0003.01	menu.02.0003	Query Builder (old)	2	2	110	20	/builder_report/intranet/php/affichage/builder_report_index.php	astellia			1					
menu.02.0003.02	menu.02.0003	Investigation Dashboard	2	3	130	20	/dashboard_investigation/index.php	astellia			1					
menu.02.0003.03	menu.02.0003	Dashboard Builder	2	4	130	20	/builder/dashboard.php	astellia			1					
menu.02.0003.04	menu.02.0003	Graph Builder	2	5	130	20	/builder/graph.php	astellia			1					
menu.0091.rrc_and_rab	0	RRC and RAB	1	1	250	20		customisateur	0		1					0
menu.dshd.0091.01.call_setup_success_rate	menu.0091.rrc_and_rab	Call setup success rate	2	1	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.call_setup_success_rate	0
menu.dshd.0091.01.call_setup_success_rate.01	menu.dshd.0091.01.call_setup_success_rate	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.call_setup_success_rate&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.call_setup_success_rate	0
menu.dshd.0091.01.call_setup_success_rate.02	menu.dshd.0091.01.call_setup_success_rate	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.call_setup_success_rate&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.call_setup_success_rate	0
menu.dshd.0091.01.call_drop_rate	menu.0091.rrc_and_rab	Call drop rate	2	2	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.call_drop_rate	0
menu.dshd.0091.01.call_drop_rate.01	menu.dshd.0091.01.call_drop_rate	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.call_drop_rate&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.call_drop_rate	0
menu.dshd.0091.01.call_drop_rate.02	menu.dshd.0091.01.call_drop_rate	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.call_drop_rate&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.call_drop_rate	0
menu.dshd.0091.01.rrc_connection	menu.0091.rrc_and_rab	RRC connection	2	3	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.rrc_connection	0
menu.dshd.0091.01.rrc_connection.01	menu.dshd.0091.01.rrc_connection	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.rrc_connection&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.rrc_connection	0
menu.dshd.0091.01.rrc_connection.02	menu.dshd.0091.01.rrc_connection	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.rrc_connection&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.rrc_connection	0
menu.dshd.0091.01.rab_setup_and_drop	menu.0091.rrc_and_rab	RAB setup and drop	2	4	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.rab_setup_and_drop	0
menu.dshd.0091.01.rab_setup_and_drop.01	menu.dshd.0091.01.rab_setup_and_drop	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.rab_setup_and_drop&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.rab_setup_and_drop	0
menu.dshd.0091.01.rab_setup_and_drop.02	menu.dshd.0091.01.rab_setup_and_drop	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.rab_setup_and_drop&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.rab_setup_and_drop	0
menu.dshd.0091.01.hspa_rab_setup_and_drop	menu.0091.rrc_and_rab	HSPA RAB setup and drop	2	5	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.hspa_rab_setup_and_drop	0
menu.dshd.0091.01.hspa_rab_setup_and_drop.01	menu.dshd.0091.01.hspa_rab_setup_and_drop	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.hspa_rab_setup_and_drop&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.hspa_rab_setup_and_drop	0
menu.dshd.0091.01.hspa_rab_setup_and_drop.02	menu.dshd.0091.01.hspa_rab_setup_and_drop	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.hspa_rab_setup_and_drop&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.hspa_rab_setup_and_drop	0
menu.dshd.0091.01.reconfiguration	menu.0091.rrc_and_rab	Reconfiguration	2	6	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.reconfiguration	0
menu.dshd.0091.01.reconfiguration.01	menu.dshd.0091.01.reconfiguration	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.reconfiguration&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.reconfiguration	0
menu.dshd.0091.01.reconfiguration.02	menu.dshd.0091.01.reconfiguration	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.reconfiguration&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.reconfiguration	0
menu.0091.cell_resources	0	Cell Resources	1	2	250	20		customisateur	0		1					0
menu.dshd.0091.01.cell_availability	menu.0091.cell_resources	Cell availability	2	1	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.cell_availability	0
menu.dshd.0091.01.cell_availability.01	menu.dshd.0091.01.cell_availability	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.cell_availability&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.cell_availability	0
menu.dshd.0091.01.cell_availability.02	menu.dshd.0091.01.cell_availability	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.cell_availability&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.cell_availability	0
menu.dshd.0091.01.cell_load	menu.0091.cell_resources	Cell load	2	2	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.cell_load	0
menu.dshd.0091.01.cell_load.01	menu.dshd.0091.01.cell_load	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.cell_load&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.cell_load	0
menu.dshd.0091.01.cell_load.02	menu.dshd.0091.01.cell_load	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.cell_load&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.cell_load	0
menu.dshd.0091.01.cell_measurements	menu.0091.cell_resources	Cell measurements	2	3	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.cell_measurements	0
menu.dshd.0091.01.cell_measurements.01	menu.dshd.0091.01.cell_measurements	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.cell_measurements&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.cell_measurements	0
menu.dshd.0091.01.cell_measurements.02	menu.dshd.0091.01.cell_measurements	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.cell_measurements&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.cell_measurements	0
menu.0091.rlc_performance_and_traffic	0	RLC performance and traffic	1	4	250	20		customisateur	0		1					0
menu.dshd.0091.01.traffic	menu.0091.rlc_performance_and_traffic	Traffic	2	1	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.traffic	0
menu.dshd.0091.01.traffic.01	menu.dshd.0091.01.traffic	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.traffic&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.traffic	0
menu.dshd.0091.01.traffic.02	menu.dshd.0091.01.traffic	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.traffic&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.traffic	0
menu.0091.mobility	0	Mobility	1	3	250	20		customisateur	0		1					0
menu.dshd.0091.01.soft_handover	menu.0091.mobility	Soft handover	2	1	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.soft_handover	0
menu.dshd.0091.01.soft_handover.01	menu.dshd.0091.01.soft_handover	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.soft_handover&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.soft_handover	0
menu.dshd.0091.01.soft_handover.02	menu.dshd.0091.01.soft_handover	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.soft_handover&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.soft_handover	0
menu.dshd.0091.01.hspa_mobility	menu.0091.mobility	HSPA mobility	2	2	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.hspa_mobility	0
menu.dshd.0091.01.hspa_mobility.01	menu.dshd.0091.01.hspa_mobility	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.hspa_mobility&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.hspa_mobility	0
menu.dshd.0091.01.hspa_mobility.02	menu.dshd.0091.01.hspa_mobility	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.hspa_mobility&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.hspa_mobility	0
menu.dshd.0091.01.hard_handover	menu.0091.mobility	Hard handover	2	3	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.hard_handover	0
menu.dshd.0091.01.hard_handover.01	menu.dshd.0091.01.hard_handover	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.hard_handover&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.hard_handover	0
menu.dshd.0091.01.hard_handover.02	menu.dshd.0091.01.hard_handover	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.hard_handover&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.hard_handover	0
menu.dshd.0091.01.compressed_mode	menu.0091.mobility	Compressed Mode	2	4	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.compressed_mode	0
menu.dshd.0091.01.compressed_mode.01	menu.dshd.0091.01.compressed_mode	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.compressed_mode&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.compressed_mode	0
menu.dshd.0091.01.compressed_mode.02	menu.dshd.0091.01.compressed_mode	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0091.01.compressed_mode&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0091.01.compressed_mode	0
